,0,1
0,0.8429232958201467,0.15707670417985334
1,0.9240213851112168,0.07597861488878323
2,0.8121335059427214,0.18786649405727862
3,0.9166992834300042,0.08330071656999587
4,0.7736549302566533,0.22634506974334662
5,0.9402179259288963,0.05978207407110375
6,0.9576178147689324,0.0423821852310676
7,0.897085315655393,0.10291468434460706
8,0.9235798967577504,0.07642010324224957
9,0.9020512112407342,0.09794878875926578
10,0.9393122784667969,0.060687721533203065
11,0.8140765314795944,0.18592346852040564
12,0.8028000241830797,0.19719997581692023
13,0.8307704196168542,0.1692295803831459
14,0.7976400926863546,0.20235990731364542
15,0.9127356315816669,0.0872643684183331
16,0.9444680681198154,0.055531931880184585
17,0.7072440578109846,0.2927559421890153
18,0.9204091234664777,0.07959087653352223
19,0.6575728473195146,0.3424271526804854
20,0.9388413531967809,0.06115864680321911
21,0.7220323378134723,0.27796766218652763
22,0.7323744454947944,0.26762555450520564
23,0.960597268426538,0.03940273157346193
24,0.9121485292641195,0.08785147073588051
25,0.960666503672224,0.03933349632777611
26,0.6660575218611651,0.333942478138835
27,0.6847225880937746,0.3152774119062253
28,0.9161725887590348,0.0838274112409652
29,0.9635742570061995,0.03642574299380052
30,0.5770542513626478,0.4229457486373522
31,0.9109811244848377,0.08901887551516229
32,0.856350384177128,0.143649615822872
33,0.888884882084536,0.11111511791546402
34,0.8120997952437402,0.1879002047562598
35,0.884351595249565,0.11564840475043506
36,0.8235631446072955,0.17643685539270454
37,0.8702458639463069,0.12975413605369307
38,0.867617918177934,0.13238208182206598
39,0.8879671671422189,0.11203283285778111
40,0.918655625037797,0.08134437496220301
41,0.8697871437589086,0.13021285624109136
42,0.7711376686868945,0.22886233131310552
43,0.6577688729979596,0.34223112700204045
44,0.9185818607407095,0.08141813925929059
45,0.6996371396405511,0.3003628603594489
46,0.5505089473345126,0.44949105266548744
47,0.7626475817565213,0.23735241824347875
48,0.8923478024209004,0.10765219757909962
49,0.9126282839962131,0.08737171600378693
50,0.8825668369784171,0.11743316302158288
51,0.8296942926026862,0.17030570739731374
52,0.941831750425575,0.058168249574424964
53,0.809557278975687,0.190442721024313
54,0.6625018146400847,0.3374981853599153
55,0.6466188945414992,0.3533811054585008
56,0.9303729755228883,0.06962702447711165
57,0.9560145796199055,0.04398542038009446
58,0.8905556926295838,0.10944430737041624
59,0.9584730985431701,0.04152690145682995
60,0.8734609346807396,0.12653906531926043
61,0.8961436961726286,0.10385630382737146
62,0.8962736493565931,0.10372635064340684
63,0.8494970956461273,0.1505029043538727
64,0.8890851703144487,0.11091482968555129
65,0.9169081551204373,0.0830918448795627
66,0.9146382432819208,0.08536175671807926
67,0.8840184896062802,0.11598151039371986
68,0.7630694514716451,0.2369305485283549
69,0.7252028464786071,0.27479715352139283
70,0.9370265379633396,0.06297346203666045
71,0.8461131379343543,0.15388686206564567
72,0.8927757046576142,0.10722429534238576
73,0.7423865664760263,0.25761343352397376
74,0.7308189591372463,0.2691810408627538
75,0.9248114137122407,0.07518858628775921
76,0.9307295346756195,0.06927046532438057
77,0.7022567744421344,0.29774322555786553
78,0.861719811617105,0.13828018838289502
79,0.8924933421745921,0.1075066578254079
80,0.7865121555213415,0.21348784447865854
81,0.8774951944337793,0.12250480556622068
82,0.8882683103065969,0.11173168969340307
83,0.9281115568964375,0.07188844310356243
84,0.8474019763585039,0.15259802364149616
85,0.9488541517444974,0.05114584825550259
86,0.7040076945944285,0.2959923054055716
87,0.7659035859707914,0.23409641402920855
88,0.7928529666690549,0.20714703333094514
89,0.8419996246936798,0.15800037530632022
90,0.8189418807853919,0.1810581192146081
91,0.8171800388234504,0.1828199611765496
92,0.6553752307604691,0.3446247692395309
93,0.9107410127859966,0.08925898721400337
94,0.7213952686325023,0.2786047313674978
95,0.8066369344167682,0.19336306558323182
96,0.8664300928151849,0.13356990718481504
97,0.9630317001494415,0.03696829985055846
98,0.7386744970546917,0.26132550294530826
99,0.5789798025530734,0.42102019744692665
100,0.7513697898388735,0.24863021016112655
101,0.5180104835387243,0.48198951646127575
102,0.9514678125957381,0.0485321874042619
103,0.8265947406343175,0.17340525936568246
104,0.9259075862412074,0.07409241375879257
105,0.9449886324190233,0.055011367580976675
106,0.7607472963690374,0.23925270363096265
107,0.8599064421941166,0.14009355780588337
108,0.8325297085914807,0.16747029140851927
109,0.7886109723153897,0.21138902768461032
110,0.7262527870576201,0.2737472129423799
111,0.7954593991755174,0.20454060082448258
112,0.9140634386114611,0.08593656138853889
113,0.8628335447384302,0.13716645526156976
114,0.9446555760653426,0.05534442393465738
